state,fiscal_year,season,is_current_cycle,vendor,county,program,channel,fill_type,delivery_terms,price_unit,contracted_tons,price_per_ton,extended_value,price_costars,contract_no,record_type,measure_basis,tons_basis,penndot_tons,costars_tons,agency_tons,purchasing_entity,source_doc,source_page,source_url,source_sha256,retrieved_at,entity,change_notice
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,150.0,,,,,costars_member,volume_only,costars_member_roster,,,,Dunbar Borough,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Dunbar Borough,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,600.0,,,,,costars_member,volume_only,costars_member_roster,,,,"Connellsville, City of",PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,"Connellsville, City of",
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,200.0,,,,,costars_member,volume_only,costars_member_roster,,,,Connellsville Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Connellsville Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,223.0,,,,,costars_member,volume_only,costars_member_roster,,,,Connellsville Area School District,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Connellsville Area School District,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,500.0,,,,,costars_member,volume_only,costars_member_roster,,,,Bullskin Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Bullskin Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,125.0,,,,,costars_member,volume_only,costars_member_roster,,,,Brownsville Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Brownsville Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,125.0,,,,,costars_member,volume_only,costars_member_roster,,,,Brownsville Borough,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Brownsville Borough,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,200.0,,,,,costars_member,volume_only,costars_member_roster,,,,Belle Vernon Borough,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Belle Vernon Borough,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,66.0,,,,,costars_member,volume_only,costars_member_roster,,,,Lower Tyrone Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Lower Tyrone Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,700.0,,,,,costars_member,volume_only,costars_member_roster,,,,Luzerne Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Luzerne Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,160.0,,,,,costars_member,volume_only,costars_member_roster,,,,Masontown Borough,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Masontown Borough,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,900.0,,,,,costars_member,volume_only,costars_member_roster,,,,Washington Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Washington Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,150.0,,,,,costars_member,volume_only,costars_member_roster,,,,Upper Tyrone Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Upper Tyrone Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,400.0,,,,,costars_member,volume_only,costars_member_roster,,,,Menallen Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Menallen Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,1000.0,,,,,costars_member,volume_only,costars_member_roster,,,,"Uniontown, City of",PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,"Uniontown, City of",
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,1200.0,,,,,costars_member,volume_only,costars_member_roster,,,,South Union Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,South Union Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,200.0,,,,,costars_member,volume_only,costars_member_roster,,,,South Connellsville Borough,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,South Connellsville Borough,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,50.0,,,,,costars_member,volume_only,costars_member_roster,,,,Smithfield Borough,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Smithfield Borough,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,175.0,,,,,costars_member,volume_only,costars_member_roster,,,,Saltlick Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Saltlick Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,800.0,,,,,costars_member,volume_only,costars_member_roster,,,,Redstone Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Redstone Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,44.0,,,,,costars_member,volume_only,costars_member_roster,,,,Point Marion Borough,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Point Marion Borough,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,280.0,,,,,costars_member,volume_only,costars_member_roster,,,,Perry Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Perry Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,800.0,,,,,costars_member,volume_only,costars_member_roster,,,,North Union Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,North Union Township,
PA,2022,2021/2022,False,Unattributed,Fayette,Statewide Contract,COSTARS,combined,delivered,USD/short ton,44.0,,,,,costars_member,volume_only,costars_member_roster,,,,Newell Borough,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Newell Borough,
PA,2022,2021/2022,False,Unattributed,Forest,Statewide Contract,,combined,delivered,USD/short ton,2289.0,,,,,volume_only,volume_only,committed_estimate,2000.0,169.0,120.0,,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,,
PA,2022,2021/2022,False,Unattributed,Forest,Statewide Contract,COSTARS,combined,delivered,USD/short ton,125.0,,,,,costars_member,volume_only,costars_member_roster,,,,Jenks Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Jenks Township,
PA,2022,2021/2022,False,Unattributed,Forest,Statewide Contract,COSTARS,combined,delivered,USD/short ton,44.0,,,,,costars_member,volume_only,costars_member_roster,,,,Barnett Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Barnett Township,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,,combined,delivered,USD/short ton,9030.0,,,,,volume_only,volume_only,committed_estimate,5000.0,4030.0,0.0,,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,140.0,,,,,costars_member,volume_only,costars_member_roster,,,,Waynesboro Borough,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Waynesboro Borough,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,300.0,,,,,costars_member,volume_only,costars_member_roster,,,,Washington Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Washington Township,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,165.0,,,,,costars_member,volume_only,costars_member_roster,,,,WARREN TOWNSHIP SUPERVISORS,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,WARREN TOWNSHIP SUPERVISORS,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,300.0,,,,,costars_member,volume_only,costars_member_roster,,,,Southampton Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Southampton Township,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,150.0,,,,,costars_member,volume_only,costars_member_roster,,,,Saint Thomas Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Saint Thomas Township,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,275.0,,,,,costars_member,volume_only,costars_member_roster,,,,Quincy Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Quincy Township,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,150.0,,,,,costars_member,volume_only,costars_member_roster,,,,Peters Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Peters Township,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,20.0,,,,,costars_member,volume_only,costars_member_roster,,,,Penn State Mont Alto,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Penn State Mont Alto,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,450.0,,,,,costars_member,volume_only,costars_member_roster,,,,Montgomery Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Montgomery Township,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,40.0,,,,,costars_member,volume_only,costars_member_roster,,,,Mercersburg Borough,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Mercersburg Borough,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,240.0,,,,,costars_member,volume_only,costars_member_roster,,,,Hamilton Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Hamilton Township,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,400.0,,,,,costars_member,volume_only,costars_member_roster,,,,Guilford Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Guilford Township,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,300.0,,,,,costars_member,volume_only,costars_member_roster,,,,Greencastle Borough,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Greencastle Borough,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,700.0,,,,,costars_member,volume_only,costars_member_roster,,,,Chambersburg Borough,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Chambersburg Borough,
PA,2022,2021/2022,False,Unattributed,Franklin,Statewide Contract,COSTARS,combined,delivered,USD/short ton,400.0,,,,,costars_member,volume_only,costars_member_roster,,,,Antrim Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Antrim Township,
PA,2022,2021/2022,False,Unattributed,Fulton,Statewide Contract,,combined,delivered,USD/short ton,4506.0,,,,,volume_only,volume_only,committed_estimate,4000.0,506.0,0.0,,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,,
PA,2022,2021/2022,False,Unattributed,Fulton,Statewide Contract,COSTARS,combined,delivered,USD/short ton,22.0,,,,,costars_member,volume_only,costars_member_roster,,,,Union Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Union Township,
PA,2022,2021/2022,False,Unattributed,Fulton,Statewide Contract,COSTARS,combined,delivered,USD/short ton,40.0,,,,,costars_member,volume_only,costars_member_roster,,,,Todd Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Todd Township,
PA,2022,2021/2022,False,Unattributed,Fulton,Statewide Contract,COSTARS,combined,delivered,USD/short ton,110.0,,,,,costars_member,volume_only,costars_member_roster,,,,Thompson Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Thompson Township,
PA,2022,2021/2022,False,Unattributed,Fulton,Statewide Contract,COSTARS,combined,delivered,USD/short ton,44.0,,,,,costars_member,volume_only,costars_member_roster,,,,Dublin Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Dublin Township,
PA,2022,2021/2022,False,Unattributed,Fulton,Statewide Contract,COSTARS,combined,delivered,USD/short ton,120.0,,,,,costars_member,volume_only,costars_member_roster,,,,Bethel Township Board of Supervisors,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Bethel Township Board of Supervisors,
PA,2022,2021/2022,False,Unattributed,Fulton,Statewide Contract,COSTARS,combined,delivered,USD/short ton,70.0,,,,,costars_member,volume_only,costars_member_roster,,,,Belfast Township,PA_estimates_FY2022_6100053321.xlsx,,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100053321/Solicitation_3.xlsx&OriginalFileName=4. Exhibit 1 to Specifications - Sodium Chloride Estimates 2021-2022.xlsx,f236d8b2a904717d8ef4ca3cf6697a0b3fbac107500ae535f0281fef25d2182c,2026-09-09T13:15:55,Belfast Township,
