state,fiscal_year,season,is_current_cycle,vendor,county,program,channel,fill_type,delivery_terms,price_unit,contracted_tons,price_per_ton,extended_value,price_costars,contract_no,record_type,measure_basis,tons_basis,penndot_tons,costars_tons,agency_tons,purchasing_entity,source_doc,source_page,source_url,source_sha256,retrieved_at,entity,change_notice
MI,2022,2021/2022,False,Cargill,Delta,Early Fill,MDOT,early_fill,delivered,USD/short ton,1500.0,56.23,84345.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,3,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,Escanaba,3
MI,2022,2021/2022,False,Cargill,Delta,Early Fill,MDOT,early_fill,delivered,USD/short ton,1000.0,56.23,56230.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,3,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,Rapid River,3
MI,2022,2021/2022,False,Cargill,Delta,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,900.0,55.23,49707.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,"ESCANABA, CITY OF",3
MI,2022,2021/2022,False,Cargill,Delta,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,50.0,55.23,2761.5,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,OSF HEALTHCARE ST. FRANCIS HOSP AND MED GROUP,3
MI,2022,2021/2022,False,Cargill,Delta,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,1500.0,56.23,84345.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,5,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,DELTA COUNTY ROAD COMMISSION,3
MI,2022,2021/2022,False,Cargill,Delta,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,200.0,56.23,11246.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,5,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,"GLADSTONE, CITY OF",3
MI,2022,2021/2022,False,Cargill,Delta,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,100.0,56.23,5623.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,5,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,OSF HEALTHCARE ST. FRANCIS HOSP AND MED GROUP,3
MI,2022,2021/2022,False,Cargill,Dickinson,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,900.0,67.16,60444.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,"IRON MOUNTAIN, CITY OF",3
MI,2022,2021/2022,False,Cargill,Dickinson,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,250.0,67.16,16790.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,DICKINSON COUNTY ROAD COMMISSION,3
MI,2022,2021/2022,False,Cargill,Dickinson,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,500.0,67.16,33580.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,DICKINSON COUNTY ROAD COMMISSION,3
MI,2022,2021/2022,False,Cargill,Dickinson,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,200.0,67.16,13432.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,"KINGSFORD, CITY OF",3
MI,2022,2021/2022,False,Cargill,Dickinson,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,50.0,67.16,3358.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,NORTH DICKINSON COUNTY SCHOOLS,3
MI,2022,2021/2022,False,Cargill,Iron,Early Fill,MDOT,early_fill,delivered,USD/short ton,2500.0,67.88,169700.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,2,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,Crystal Falls,3
MI,2022,2021/2022,False,Cargill,Iron,Early Fill,MDOT,early_fill,delivered,USD/short ton,200.0,67.88,13576.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,2,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,Iron River,3
MI,2022,2021/2022,False,Cargill,Iron,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,50.0,67.88,3394.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,IRON COUNTY ROAD COMMISSION,3
MI,2022,2021/2022,False,Cargill,Iron,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,50.0,67.88,3394.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,IRON COUNTY ROAD COMMISSION,3
MI,2022,2021/2022,False,Cargill,Iron,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,50.0,67.88,3394.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,CASPIAN CITY,3
MI,2022,2021/2022,False,Cargill,Iron,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,50.0,67.88,3394.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,"GAASTRA, CITY OF",3
MI,2022,2021/2022,False,Cargill,Iron,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,250.0,67.88,16970.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,"IRON RIVER, CITY OF",3
MI,2022,2021/2022,False,Cargill,Iron,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,250.0,67.88,16970.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,"CRYSTAL FALLS, CITY OF",3
MI,2022,2021/2022,False,Cargill,Marquette,Early Fill,MDOT,early_fill,delivered,USD/short ton,100.0,66.88,6688.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,2,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,Champion,3
MI,2022,2021/2022,False,Cargill,Marquette,Early Fill,MDOT,early_fill,delivered,USD/short ton,350.0,66.88,23408.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,2,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,Gwinn,3
MI,2022,2021/2022,False,Cargill,Marquette,Early Fill,MDOT,early_fill,delivered,USD/short ton,700.0,66.88,46816.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,2,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,Ishpeming,3
MI,2022,2021/2022,False,Cargill,Marquette,Early Fill,MDOT,early_fill,delivered,USD/short ton,450.0,66.88,30096.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,2,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,Republic,3
MI,2022,2021/2022,False,Cargill,Marquette,Early Fill,MDOT,early_fill,delivered,USD/short ton,850.0,66.88,56848.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,2,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,Skandia,3
MI,2022,2021/2022,False,Cargill,Marquette,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,150.0,66.88,10032.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,NORTHERN MICHIGAN UNIVERSITY,3
MI,2022,2021/2022,False,Cargill,Marquette,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,1100.0,66.88,73568.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,"MARQUETTE, CITY OF",3
MI,2022,2021/2022,False,Cargill,Marquette,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,830.0,66.88,55510.4,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,MARQUETTE COUNTY ROAD COMMISSION,3
MI,2022,2021/2022,False,Cargill,Marquette,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,50.0,66.88,3344.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,MARQUETTE COUNTY ROAD COMMISSION,3
MI,2022,2021/2022,False,Cargill,Marquette,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,250.0,66.88,16720.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,MARQUETTE COUNTY ROAD COMMISSION,3
MI,2022,2021/2022,False,Cargill,Marquette,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,1000.0,66.88,66880.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,MARQUETTE COUNTY ROAD COMMISSION,3
MI,2022,2021/2022,False,Cargill,Marquette,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,377.6316,66.88,25256.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,DOC-Marquette Branch,3
MI,2022,2021/2022,False,Cargill,Menominee,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,100.0,69.32,6932.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,HANNAHVILLE INDIAN COMMUNITY,3
MI,2022,2021/2022,False,Cargill,Schoolcraft,Early Fill,MDOT,early_fill,delivered,USD/short ton,1500.0,63.14,94710.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,2,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,Seney,3
MI,2022,2021/2022,False,Cargill,Schoolcraft,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,200.0,63.14,12628.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,"MANISTIQUE, CITY OF",3
MI,2022,2021/2022,False,Cargill,Schoolcraft,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,600.0,63.14,37884.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,SCHOOLCRAFT COUNTY ROAD COMMISSION,3
MI,2022,2021/2022,False,Cargill,Schoolcraft,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,400.0,63.14,25256.0,,180000000791,award,price+volume,derived,,,,,791_snap2023-01.pdf,4,,1fe2dd8f5d8f66be85b49e08fe018aad23ebdedf5935bd9dc925297bd5129217,2026-09-08T17:55:06,SCHOOLCRAFT COUNTY ROAD COMMISSION,3
MI,2022,2021/2022,False,Compass Minerals,Alger,Early Fill,MDOT,early_fill,delivered,USD/short ton,250.0,66.9,16725.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,33,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Grand Marais,6
MI,2022,2021/2022,False,Compass Minerals,Alger,Early Fill,MDOT,early_fill,delivered,USD/short ton,1500.0,66.9,100350.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,33,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Limestone,6
MI,2022,2021/2022,False,Compass Minerals,Alger,Early Fill,MDOT,early_fill,delivered,USD/short ton,500.0,66.9,33450.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,33,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Munising,6
MI,2022,2021/2022,False,Compass Minerals,Alger,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,250.0,67.12,16780.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Grand Marais,6
MI,2022,2021/2022,False,Compass Minerals,Alger,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,500.0,67.12,33560.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Limestone,6
MI,2022,2021/2022,False,Compass Minerals,Alger,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,2500.0,67.12,167800.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Munising,6
MI,2022,2021/2022,False,Compass Minerals,Alger,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,100.0,66.9,6690.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,36,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,"MUNISING, CITY OF",6
MI,2022,2021/2022,False,Compass Minerals,Alger,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,250.0,66.9,16725.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,36,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,ALGER COUNTY ROAD COMMISSION,6
MI,2022,2021/2022,False,Compass Minerals,Alger,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,250.0,66.9,16725.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,36,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,ALGER COUNTY ROAD COMMISSION,6
MI,2022,2021/2022,False,Compass Minerals,Alger,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,50.0,66.9,3345.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,36,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,ALGER COUNTY ROAD COMMISSION,6
MI,2022,2021/2022,False,Compass Minerals,Alger,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,700.0,67.12,46984.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,37,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,"MUNISING, CITY OF",6
MI,2022,2021/2022,False,Compass Minerals,Alger,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,200.0,67.12,13424.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,37,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,ALGER COUNTY ROAD COMMISSION,6
MI,2022,2021/2022,False,Compass Minerals,Alger,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,200.0,67.12,13424.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,37,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,ALGER COUNTY ROAD COMMISSION,6
MI,2022,2021/2022,False,Compass Minerals,Alger,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,50.0,67.12,3356.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,37,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,ALGER COUNTY ROAD COMMISSION,6
MI,2022,2021/2022,False,Compass Minerals,Baraga,Early Fill,MDOT,early_fill,delivered,USD/short ton,2200.0,79.32,174504.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,33,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Covington,6
MI,2022,2021/2022,False,Compass Minerals,Baraga,Early Fill,MDOT,early_fill,delivered,USD/short ton,2400.0,79.32,190368.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,33,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,L'Anse,6
MI,2022,2021/2022,False,Compass Minerals,Baraga,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,50.0,88.1,4405.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Covington,6
MI,2022,2021/2022,False,Compass Minerals,Baraga,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,50.0,88.1,4405.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,L'Anse,6
MI,2022,2021/2022,False,Compass Minerals,Baraga,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,100.0,79.32,7932.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,36,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,BARAGA COUNTY RD. COMMISSION,6
MI,2022,2021/2022,False,Compass Minerals,Baraga,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,50.0,79.32,3966.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,36,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,BARAGA COUNTY RD. COMMISSION,6
MI,2022,2021/2022,False,Compass Minerals,Baraga,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,150.0,79.32,11898.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,36,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,BARAGA COUNTY RD. COMMISSION,6
MI,2022,2021/2022,False,Compass Minerals,Baraga,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,150.0,79.32,11898.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,36,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,"BARAGA, VILLAGE OF",6
MI,2022,2021/2022,False,Compass Minerals,Baraga,Early Fill,MiDEAL / State Agency,early_fill,delivered,USD/short ton,200.0,79.32,15864.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,36,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,"LANSE, VILLAGE OF",6
MI,2022,2021/2022,False,Compass Minerals,Baraga,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,150.0,88.1,13215.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,37,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,"BARAGA, VILLAGE OF",6
MI,2022,2021/2022,False,Compass Minerals,Chippewa,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,200.0,88.15,17630.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Goetzville,6
MI,2022,2021/2022,False,Compass Minerals,Chippewa,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,500.0,88.15,44075.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Kinross,6
MI,2022,2021/2022,False,Compass Minerals,Chippewa,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,500.0,88.15,44075.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Eckerman,6
MI,2022,2021/2022,False,Compass Minerals,Dickinson,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,1000.0,64.75,64750.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Felch,6
MI,2022,2021/2022,False,Compass Minerals,Dickinson,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,200.0,64.75,12950.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Quinnesec,6
MI,2022,2021/2022,False,Compass Minerals,Dickinson,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,250.0,64.75,16187.5,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,37,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,DICKINSON COUNTY ROAD COMMISSION,6
MI,2022,2021/2022,False,Compass Minerals,Dickinson,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,200.0,64.75,12950.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,37,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,DICKINSON COUNTY ROAD COMMISSION,6
MI,2022,2021/2022,False,Compass Minerals,Dickinson,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,600.0,64.75,38850.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,37,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,"NORWAY, CITY OF",6
MI,2022,2021/2022,False,Compass Minerals,Dickinson,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,1000.0,64.75,64750.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,37,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,"IRON MOUNTAIN, CITY OF",6
MI,2022,2021/2022,False,Compass Minerals,Dickinson,Seasonal Back-Up,MiDEAL / State Agency,seasonal_backup,delivered,USD/short ton,300.0,64.75,19425.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,37,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,"KINGSFORD, CITY OF",6
MI,2022,2021/2022,False,Compass Minerals,Gogebic,Early Fill,MDOT,early_fill,delivered,USD/short ton,200.0,87.42,17484.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,33,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Marenisco,6
MI,2022,2021/2022,False,Compass Minerals,Gogebic,Early Fill,MDOT,early_fill,delivered,USD/short ton,200.0,87.42,17484.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,33,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Wakefield,6
MI,2022,2021/2022,False,Compass Minerals,Gogebic,Early Fill,MDOT,early_fill,delivered,USD/short ton,200.0,87.42,17484.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,33,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Watersmeet,6
MI,2022,2021/2022,False,Compass Minerals,Gogebic,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,1200.0,91.43,109716.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Marenisco,6
MI,2022,2021/2022,False,Compass Minerals,Gogebic,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,1200.0,91.43,109716.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Wakefield,6
MI,2022,2021/2022,False,Compass Minerals,Gogebic,Seasonal Back-Up,MDOT,seasonal_backup,delivered,USD/short ton,1200.0,91.43,109716.0,,180000000787,award,price+volume,derived,,,,,787_snap2023-01.pdf,34,,dc7869be53094ec987efb934745f55d51d4b570e410bb358557731a3106f454e,2026-09-08T17:55:05,Watersmeet,6
